pair_id,entity,entity_label,polymarket_market_id,polymarket_ticker,polymarket_title,kalshi_ticker,kalshi_title,kalshi_subtitle,polymarket_strike_floor,polymarket_strike_bound,polymarket_relation,kalshi_strike_floor,kalshi_strike_bound,kalshi_relation,strike_gap,close_time_utc,close_ms,close_delta_ms,polymarket_settlement_index,kalshi_settlement_index,polymarket_quote_currency,kalshi_quote_currency,polymarket_functional_kind,polymarket_window_ms,polymarket_window_position,kalshi_functional_kind,kalshi_window_ms,kalshi_window_position,polymarket_resolver,kalshi_resolver,score_total,failed_gates,caveat_index_basis,caveat_quote_currency_basis,caveat_measurement_window_basis,caveat_threshold
polymarket:3719559|kalshi:KXBTCD-26AUG1909-T62599.99,crypto:btc,Bitcoin,3719559,bitcoin-above-62600-on-august-19-2026-9am-et,"Bitcoin above 62,600 on August 19, 9AM ET?",KXBTCD-26AUG1909-T62599.99,"Bitcoin price on Aug 19, 2026?","$62,600 or above",62600,exclusive,above,62599.99,exclusive,above,0.01,2026-08-19T13:00:00Z,1787144400000,0,binance,cf-benchmarks-brti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79545,measurement-instant,"index basis: binance vs cf-benchmarks-brti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (62599.99 vs 62600 on a 0.01 grid), so any settled value in (62599.99, 62600] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790708|kalshi:KXETHD-26AUG2222-T2369.99,crypto:eth,Ethereum,3790708,ethereum-above-2370-on-august-22-2026-10pm-et,"Ethereum above 2,370 on August 22, 10PM ET?",KXETHD-26AUG2222-T2369.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,370 or above",2370,exclusive,above,2369.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795328,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2369.99 vs 2370 on a 0.01 grid), so any settled value in (2369.99, 2370] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790707|kalshi:KXETHD-26AUG2222-T2379.99,crypto:eth,Ethereum,3790707,ethereum-above-2380-on-august-22-2026-10pm-et,"Ethereum above 2,380 on August 22, 10PM ET?",KXETHD-26AUG2222-T2379.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,380 or above",2380,exclusive,above,2379.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795328,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2379.99 vs 2380 on a 0.01 grid), so any settled value in (2379.99, 2380] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790706|kalshi:KXETHD-26AUG2222-T2389.99,crypto:eth,Ethereum,3790706,ethereum-above-2390-on-august-22-2026-10pm-et,"Ethereum above 2,390 on August 22, 10PM ET?",KXETHD-26AUG2222-T2389.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,390 or above",2390,exclusive,above,2389.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795329,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2389.99 vs 2390 on a 0.01 grid), so any settled value in (2389.99, 2390] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790705|kalshi:KXETHD-26AUG2222-T2399.99,crypto:eth,Ethereum,3790705,ethereum-above-2400-on-august-22-2026-10pm-et,"Ethereum above 2,400 on August 22, 10PM ET?",KXETHD-26AUG2222-T2399.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,400 or above",2400,exclusive,above,2399.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79533,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2399.99 vs 2400 on a 0.01 grid), so any settled value in (2399.99, 2400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790704|kalshi:KXETHD-26AUG2222-T2409.99,crypto:eth,Ethereum,3790704,ethereum-above-2410-on-august-22-2026-10pm-et,"Ethereum above 2,410 on August 22, 10PM ET?",KXETHD-26AUG2222-T2409.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,410 or above",2410,exclusive,above,2409.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79533,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2409.99 vs 2410 on a 0.01 grid), so any settled value in (2409.99, 2410] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790703|kalshi:KXETHD-26AUG2222-T2419.99,crypto:eth,Ethereum,3790703,ethereum-above-2420-on-august-22-2026-10pm-et,"Ethereum above 2,420 on August 22, 10PM ET?",KXETHD-26AUG2222-T2419.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,420 or above",2420,exclusive,above,2419.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795331,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2419.99 vs 2420 on a 0.01 grid), so any settled value in (2419.99, 2420] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790702|kalshi:KXETHD-26AUG2222-T2439.99,crypto:eth,Ethereum,3790702,ethereum-above-2440-on-august-22-2026-10pm-et,"Ethereum above 2,440 on August 22, 10PM ET?",KXETHD-26AUG2222-T2439.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,440 or above",2440,exclusive,above,2439.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795332,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2439.99 vs 2440 on a 0.01 grid), so any settled value in (2439.99, 2440] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790701|kalshi:KXETHD-26AUG2222-T2449.99,crypto:eth,Ethereum,3790701,ethereum-above-2450-on-august-22-2026-10pm-et,"Ethereum above 2,450 on August 22, 10PM ET?",KXETHD-26AUG2222-T2449.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,450 or above",2450,exclusive,above,2449.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795332,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2449.99 vs 2450 on a 0.01 grid), so any settled value in (2449.99, 2450] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790700|kalshi:KXETHD-26AUG2222-T2459.99,crypto:eth,Ethereum,3790700,ethereum-above-2460-on-august-22-2026-10pm-et,"Ethereum above 2,460 on August 22, 10PM ET?",KXETHD-26AUG2222-T2459.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,460 or above",2460,exclusive,above,2459.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795333,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2459.99 vs 2460 on a 0.01 grid), so any settled value in (2459.99, 2460] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790699|kalshi:KXETHD-26AUG2222-T2469.99,crypto:eth,Ethereum,3790699,ethereum-above-2470-on-august-22-2026-10pm-et,"Ethereum above 2,470 on August 22, 10PM ET?",KXETHD-26AUG2222-T2469.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,470 or above",2470,exclusive,above,2469.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795333,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2469.99 vs 2470 on a 0.01 grid), so any settled value in (2469.99, 2470] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790698|kalshi:KXETHD-26AUG2222-T2479.99,crypto:eth,Ethereum,3790698,ethereum-above-2480-on-august-22-2026-10pm-et,"Ethereum above 2,480 on August 22, 10PM ET?",KXETHD-26AUG2222-T2479.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,480 or above",2480,exclusive,above,2479.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795334,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2479.99 vs 2480 on a 0.01 grid), so any settled value in (2479.99, 2480] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790697|kalshi:KXETHD-26AUG2222-T2489.99,crypto:eth,Ethereum,3790697,ethereum-above-2490-on-august-22-2026-10pm-et,"Ethereum above 2,490 on August 22, 10PM ET?",KXETHD-26AUG2222-T2489.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,490 or above",2490,exclusive,above,2489.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795334,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2489.99 vs 2490 on a 0.01 grid), so any settled value in (2489.99, 2490] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790696|kalshi:KXETHD-26AUG2222-T2499.99,crypto:eth,Ethereum,3790696,ethereum-above-2500-on-august-22-2026-10pm-et,"Ethereum above 2,500 on August 22, 10PM ET?",KXETHD-26AUG2222-T2499.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,500 or above",2500,exclusive,above,2499.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795335,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2499.99 vs 2500 on a 0.01 grid), so any settled value in (2499.99, 2500] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3790695|kalshi:KXETHD-26AUG2222-T2509.99,crypto:eth,Ethereum,3790695,ethereum-above-2510-on-august-22-2026-10pm-et,"Ethereum above 2,510 on August 22, 10PM ET?",KXETHD-26AUG2222-T2509.99,"Ethereum price at Aug 22, 2026 at 10pm EDT?","$2,510 or above",2510,exclusive,above,2509.99,exclusive,above,0.01,2026-08-23T02:00:00Z,1787450400000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795335,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2509.99 vs 2510 on a 0.01 grid), so any settled value in (2509.99, 2510] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812175|kalshi:KXETHD-26AUG2315-T2359.99,crypto:eth,Ethereum,3812175,ethereum-above-2360-on-august-23-2026-3pm-et,"Ethereum above 2,360 on August 23, 3PM ET?",KXETHD-26AUG2315-T2359.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,360 or above",2360,exclusive,above,2359.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795327,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2359.99 vs 2360 on a 0.01 grid), so any settled value in (2359.99, 2360] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812174|kalshi:KXETHD-26AUG2315-T2369.99,crypto:eth,Ethereum,3812174,ethereum-above-2370-on-august-23-2026-3pm-et,"Ethereum above 2,370 on August 23, 3PM ET?",KXETHD-26AUG2315-T2369.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,370 or above",2370,exclusive,above,2369.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795328,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2369.99 vs 2370 on a 0.01 grid), so any settled value in (2369.99, 2370] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812173|kalshi:KXETHD-26AUG2315-T2379.99,crypto:eth,Ethereum,3812173,ethereum-above-2380-on-august-23-2026-3pm-et,"Ethereum above 2,380 on August 23, 3PM ET?",KXETHD-26AUG2315-T2379.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,380 or above",2380,exclusive,above,2379.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795328,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2379.99 vs 2380 on a 0.01 grid), so any settled value in (2379.99, 2380] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812172|kalshi:KXETHD-26AUG2315-T2389.99,crypto:eth,Ethereum,3812172,ethereum-above-2390-on-august-23-2026-3pm-et,"Ethereum above 2,390 on August 23, 3PM ET?",KXETHD-26AUG2315-T2389.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,390 or above",2390,exclusive,above,2389.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795329,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2389.99 vs 2390 on a 0.01 grid), so any settled value in (2389.99, 2390] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812171|kalshi:KXETHD-26AUG2315-T2399.99,crypto:eth,Ethereum,3812171,ethereum-above-2400-on-august-23-2026-3pm-et,"Ethereum above 2,400 on August 23, 3PM ET?",KXETHD-26AUG2315-T2399.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,400 or above",2400,exclusive,above,2399.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79533,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2399.99 vs 2400 on a 0.01 grid), so any settled value in (2399.99, 2400] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812170|kalshi:KXETHD-26AUG2315-T2409.99,crypto:eth,Ethereum,3812170,ethereum-above-2410-on-august-23-2026-3pm-et,"Ethereum above 2,410 on August 23, 3PM ET?",KXETHD-26AUG2315-T2409.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,410 or above",2410,exclusive,above,2409.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.79533,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2409.99 vs 2410 on a 0.01 grid), so any settled value in (2409.99, 2410] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812169|kalshi:KXETHD-26AUG2315-T2419.99,crypto:eth,Ethereum,3812169,ethereum-above-2420-on-august-23-2026-3pm-et,"Ethereum above 2,420 on August 23, 3PM ET?",KXETHD-26AUG2315-T2419.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,420 or above",2420,exclusive,above,2419.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795331,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2419.99 vs 2420 on a 0.01 grid), so any settled value in (2419.99, 2420] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
polymarket:3812168|kalshi:KXETHD-26AUG2315-T2429.99,crypto:eth,Ethereum,3812168,ethereum-above-2430-on-august-23-2026-3pm-et,"Ethereum above 2,430 on August 23, 3PM ET?",KXETHD-26AUG2315-T2429.99,"Ethereum price at Aug 23, 2026 at 3pm EDT?","$2,430 or above",2430,exclusive,above,2429.99,exclusive,above,0.01,2026-08-23T19:00:00Z,1787511600000,0,binance,cf-benchmarks-erti,usdt,usd,point-close,0,ends-at-close,window-mean,60000,precedes-close,uma-optimistic-oracle,exchange-operator,0.795331,measurement-instant,"index basis: binance vs cf-benchmarks-erti. Different observables of the same asset, which near the strike can sit on opposite sides of it.","quote-currency basis: usdt vs usd. A stablecoin-quoted price and a fiat composite are not the same number, and the peg moves.","measurement-window basis: point close at the listed time vs mean over 60s window preceding the listed time. Different statistics over different windows at the same listed time, so the legs can resolve oppositely whenever the final window moves, and the divergence is SIGNED rather than mean-zero.","threshold knife-edge: the legs sit ONE quotation tick apart (2429.99 vs 2430 on a 0.01 grid), so any settled value in (2429.99, 2430] resolves them oppositely, the closed endpoint included. The population at risk is narrow, but the settled value need not land on that grid."
